temple_county_of_druidic_reformed;Temple of;Temple de;;;;;;;;;;;;x
temple_duke_druidic_reformed;Head Druid;Haut Druide;;;;;;;;;;;;x
temple_duchy_of_druidic_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_druidic_reformed;Archdruid;Archi Druide;;;;;;;;;;;;x
temple_kingdom_of_druidic_reformed;Federation of;Fédération de;;;;;;;;;;;;x
temple_emperor_druidic_reformed;Myrdynn;Myrdynn;;;;;;;;;;;;x
temple_empire_of_druidic_reformed;Nation of;Nation de;;;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_druidic_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_druidic_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
baron_druidic;Lord;Seigneur;;;Señor;;;;;;;;;x
baron_female_druidic;Lady;Dame;Lady;;Señora;;;;;;;;;x
barony_of_druidic;Castle of;Château de;;;;;;;;;;;;x
count_druidic;High Lord;Haut Seigneur;;;;;;;;;;;;x
count_female_druidic;High Lady;Haute Dame;;;;;;;;;;;;x
county_of_druidic;High Lordship of;Haute Seigneurie de;;;;;;;;;;;;x
duke_druidic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_druidic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
duchy_of_druidic;Principality of;Principalité de;;;;;;;;;;;;x
king_druidic;King;Roi;König;;Rey;;;;;;;;;x
king_female_druidic;Queen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_druidic;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_druidic;High King;Haut Roi;;;;;;;;;;;;x
emperor_female_druidic;High Queen;Haute Reine;;;;;;;;;;;;x
empire_of_druidic;High Kingdom of;Haut Royaume de;;;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_druidic;Elder;Ainé;;;;;;;;;;;;x
family_palace_baron_female_druidic;Lady;Dame;Lady;;Señora;;;;;;;;;x
city_baron_druidic;Chief;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_druidic;Lady;Dame;Lady;;Señora;;;;;;;;;x
city_count_druidic;High Chief;Haut Chef;;;;;;;;;;;;x
city_count_female_druidic;Lady;Dame;Lady;;Señora;;;;;;;;;x
city_duke_druidic;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_druidic;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_druidic;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_druidic;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_druidic;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_druidic;Federation of;Fédération de;;;;;;;;;;;;x
city_emperor_druidic;Vergobret;Vergobret;;;;;;;;;;;;x
city_emperor_female_druidic;Lady;Dame;;;;;;;;;;;;x
city_empire_of_druidic;Nation of;Nation de;;;;;;;;;;;;x
;;;;;;;;;;
temple_baron_druidic;Druid;Druide;;;;;;;;;;;;x
temple_barony_of_druidic;Sacred Grove of;Clairière Sacrée de;;;;;;;;;;;;x
temple_count_druidic;Druid;Druide;;;;;;;;;;;;x
temple_county_of_druidic;Temple of;Temple de;;;;;;;;;;;;x
temple_duke_druidic;Head Druid;Haut Druide;;;;;;;;;;;;x
temple_duchy_of_druidic;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_druidic;Archdruid;Archi Druide;;;;;;;;;;;;x
temple_kingdom_of_druidic;Federation of;Fédération de;;;;;;;;;;;;x
temple_emperor_druidic;Myrdynn;Myrdynn;;;;;;;;;;;;x
temple_empire_of_druidic;Nation of;Nation de;;;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_druidic;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
baron_gaelic_pagan_reformed;Chief;Chef;;;Señor;;;;;;;;;x
baron_female_gaelic_pagan_reformed;Lady;Dame;Lady;;Señora;;;;;;;;;x
barony_of_gaelic_pagan_reformed;Tuath of;Tuath de;;;;;;;;;;;;x
count_gaelic_pagan_reformed;High Chief;Haut Chef;;;;;;;;;;;;x
count_female_gaelic_pagan_reformed;High Lady;Haute Dame;;;;;;;;;;;;x
county_of_gaelic_pagan_reformed;Tuatha of;Tuatha de;;;;;;;;;;;;x
duke_gaelic_pagan_reformed;King;Roi;König;;Rei;;;;;;;;;x
duke_female_gaelic_pagan_reformed;Queen;Reine;Königin;;Reina;;;;;;;;;x
duchy_of_gaelic_pagan_reformed;Vassal Kingdom of;Royaume Vassal de;;;;;;;;;;;;x
king_gaelic_pagan_reformed;Overking;Roi;König;;Rey;;;;;;;;;x
king_female_gaelic_pagan_reformed;Overqueen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_gaelic_pagan_reformed;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_gaelic_pagan_reformed;Ard Ri;Ard Ri;;;;;;;;;;;;x
emperor_female_gaelic_pagan_reformed;Ard Banrion;Ard Banrion;;;;;;;;;;;;x
empire_of_gaelic_pagan_reformed;High Kingdom of;Haut Royaume de;;;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_gaelic_pagan_reformed;Elder;Ainé;;;;;;;;;;;;x
family_palace_baron_female_gaelic_pagan_reformed;Lady;Dame;Lady;;Señora;;;;;;;;;x
city_baron_gaelic_pagan_reformed;Chieftain;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_gaelic_pagan_reformed;Lady;Dame;Lady;;Señora;;;;;;;;;x
city_count_gaelic_pagan_reformed;High Chieftain;Haut Chef;;;;;;;;;;;;x
city_count_female_gaelic_pagan_reformed;High Lady;Haute Dame;Lady;;Alta Señora;;;;;;;;;x
city_duke_gaelic_pagan_reformed;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_gaelic_pagan_reformed;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_gaelic_pagan_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_gaelic_pagan_reformed;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_gaelic_pagan_reformed;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_gaelic_pagan_reformed;Federation of;Fédération de;;;;;;;;;;;;x
city_emperor_gaelic_pagan_reformed;Taoiseach;Taoiseach;;;;;;;;;;;;x
city_emperor_female_gaelic_pagan_reformed;Lady;Dame;;;;;;;;;;;;x
city_empire_of_gaelic_pagan_reformed;Nation of;Nation de;;;;;;;;;;;;x
;;;;;;;;;;
temple_baron_gaelic_pagan_reformed;Druid;Druide;;;;;;;;;;;;x
temple_barony_of_gaelic_pagan_reformed;Sacred Grove of;Clairière Sacrée de;;;;;;;;;;;;x
temple_count_gaelic_pagan_reformed;Druid;Druide;;;;;;;;;;;;x
temple_county_of_gaelic_pagan_reformed;Temple of;Temple de;;;;;;;;;;;;x
temple_duke_gaelic_pagan_reformed;Head Druid;Haut Druide;;;;;;;;;;;;x
temple_duchy_of_gaelic_pagan_reformed;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_gaelic_pagan_reformed;Archdruid;Archi Druide;;;;;;;;;;;;x
temple_kingdom_of_gaelic_pagan_reformed;Federation of;Fédération de;;;;;;;;;;;;x
temple_emperor_gaelic_pagan_reformed;Myrdynn;Myrdynn;;;;;;;;;;;;x
temple_empire_of_gaelic_pagan_reformed;Nation of;Nation de;;;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_gaelic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_gaelic_pagan_reformed;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
baron_gaelic_pagan;Chief;Chef;;;Señor;;;;;;;;;x
baron_female_gaelic_pagan;Lady;Dame;Lady;;Señora;;;;;;;;;x
barony_of_gaelic_pagan;Tuath of;Tuath de;;;;;;;;;;;;x
count_gaelic_pagan;High Chief;Haut Chef;;;;;;;;;;;;x
count_female_gaelic_pagan;High Lady;Haute Dame;;;;;;;;;;;;x
county_of_gaelic_pagan;High Tuath of;Haut Tuath de;;;;;;;;;;;;x
duke_gaelic_pagan;King;Roi;König;;Rey;;;;;;;;;x
duke_female_gaelic_pagan;Queen;Reine;Königin;;Reina;;;;;;;;;x
duchy_of_gaelic_pagan;Vassal Kingdom of;Royaume Vassal de;Königreich von;;Reino de;;;;;;;;;x
king_gaelic_pagan;Overking;Roi;König;;Rey;;;;;;;;;x
king_female_gaelic_pagan;Overqueen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_gaelic_pagan;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
emperor_gaelic_pagan;Ard Ri;Ard Ri;;;;;;;;;;;;x
emperor_female_gaelic_pagan;Ard Banrion;Ard Banrion;;;;;;;;;;;;x
empire_of_gaelic_pagan;High Kingdom of;Haut Royaume de;;;;;;;;;;;;x
;;;;;;;;;;
family_palace_baron_gaelic_pagan;Elder;Ainé;;;;;;;;;;;;x
family_palace_baron_female_gaelic_pagan;Lady;Dame;Lady;;Señora;;;;;;;;;x
city_baron_gaelic_pagan;Chieftain;Chef;Häuptling;;Mandatario;;;;;;;;;x
city_baron_female_gaelic_pagan;Lady;Dame;Lady;;Señora;;;;;;;;;x
city_count_gaelic_pagan;High Chieftain;Haut Chef;;;;;;;;;;;;x
city_count_female_gaelic_pagan;Lady;Dame;Lady;;Señora;;;;;;;;;x
city_duke_gaelic_pagan;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
city_duke_female_gaelic_pagan;Princess;Princesse;Prinzessin;;Princesa;;;;;;;;;x
city_duchy_of_gaelic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
city_king_gaelic_pagan;Grand Prince;Grand Prince;Grand Prinz;;Gran Príncipe;;;;;;;;;x
city_king_female_gaelic_pagan;Grand Princess;;;;;;;;;;;;;x
city_kingdom_of_gaelic_pagan;Federation of;Fédération de;;;;;;;;;;;;x
city_emperor_gaelic_pagan;Taoiseach;Taoiseach;;;;;;;;;;;;x
city_emperor_female_gaelic_pagan;Lady;Dame;;;;;;;;;;;;x
city_empire_of_gaelic_pagan;Nation of;Nation de;;;;;;;;;;;;x
;;;;;;;;;;
temple_baron_gaelic_pagan;Druid;Druide;;;;;;;;;;;;x
temple_barony_of_gaelic_pagan;Sacred Grove of;Clairière Sacrée de;;;;;;;;;;;;x
temple_count_gaelic_pagan;Druid;Druide;;;;;;;;;;;;x
temple_county_of_gaelic_pagan;Temple of;Temple de;;;;;;;;;;;;x
temple_duke_gaelic_pagan;Head Druid;Haut Druide;;;;;;;;;;;;x
temple_duchy_of_gaelic_pagan;Tribe of;Tribu de;Stamm der;;Tribu de;;;;;;;;;x
temple_king_gaelic_pagan;Archdruid;Archi Druide;;;;;;;;;;;;x
temple_kingdom_of_gaelic_pagan;Federation of;Fédération de;;;;;;;;;;;;x
temple_emperor_gaelic_pagan;Myrdynn;Myrdynn;;;;;;;;;;;;x
temple_empire_of_gaelic_pagan;Nation of;Nation de;;;;;;;;;;;;x
;;;;;;;;;;
job_spiritual_gaelic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
city_job_spiritual_gaelic_pagan;Seer;Voyant;Seher;;Vidente;;;;;;;;;x
;;;;;;;;;;
title_laoch;laoch;;;;;;;;;;;;;x
title_laoch_desc;The Teaghlach (literally meaning "family") are strongly armed retainers. Known individually as laoch, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although equipped with horses, the laoch's fight on foot.;;;;;;;;;;;;;x
title_pagan_wizard;Court Wizard;;;;;;;;;;;;;x
title_pagan_wizard_desc;An unwashed, mysterious pagan from the countryside, his powers are unclear, but they serve to appease the more occult worries of a ruler.;;;;;;;;;;;;;x
title_druid;Druid;;;;;;;;;;;;;x
title_druid_desc;The druid's knowledge of the ancient celtic ballads and of sacred traditions is great and their power among the celts is without equal.;;;;;;;;;;;;;x
title_court_bard;Bard;;;;;;;;;;;;;x
title_court_bard_desc;Bards were those who sang the songs recalling the tribal warriors' deeds of bravery as well as the genealogies and family histories of the ruling strata among Celtic societies. The Celtic peoples maintain an intricate oral history committed to memory and transmitted by bards. Bards facilitated the memorization of such materials by the use of metre, rhyme and other formulaic poetic devices.;;;;;;;;;;;;;x
title_royal_champion;Champion;;;;;;;;;;;;;x
title_royal_champion_desc;The best warrior of the land, the title of champion is a great honor among celtic peoples, their task is to protect their king.;;;;;;;;;;;;;x
title_uchelwr;Uchelwr;;;;;;;;;;;;;x
title_uchelwr_desc;The Teulu (literally meaning "family") are strongly armed and mounted retainers. Known individually as Uchelwr, these upper class warriors favour red tunics, and dress for battle in a similar style to the frankish knights, although armed with lances, the Uchelwr's throw javelins.;;;;;;;;;;;;;x
title_vates;Vates;;;;;;;;;;;;;x
title_vates_desc;The vates were one of three classes of Celtic priesthood, the other two being the druids and the bards. The Vates had the role of seers and performed sacrifices (in particular administering human sacrifice) under the presidence of a druid.;;;;;;;;;;;;;x
druid;Druid;;;;;;;;;;;;;x
druid_desc;The druid's knowledge of the ancient celtic ballads and of sacred traditions is great and their power among the celts is without equal.;;;;;;;;;;;;;x
