#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
sacred_lake;Sacred Lake;;;;;;;;;;;;;x
sacred_lake_desc;This mysterious lake is often the recipient of gifts to the Gods, for its waters are considered a pathway to the Otherworld.;;;;;;;;;;;;;x
sacred_source;Sacred Spring;;;;;;;;;;;;;x
sacred_source_desc;The waters flowing from this source are thought to hold healing powers and are thus sacred.;;;;;;;;;;;;;x
sacred_river;Sacred River;;;;;;;;;;;;;x
sacred_river_desc;A goddess is believed to reside in the waters of this river, blessing all peoples living near it.;;;;;;;;;;;;;x
give_offerings_sidhe;Offerings to the Sidhe;;;;;;;;;;;;;x
give_offerings_sidhe_desc;The spirits and minor gods of the land must also be appeased.;;;;;;;;;;;;;x
prepare_offerings;Prepare a ceremony to appease the sidhe.\n;;;;;;;;;;;;;x
ancrel.0244.desc;A happy day! It seems like your worthy rule has turned the attention of the gods to your lands and the discovery of a symbol sacred to your people bodes well for your continued rule.;;;;;;;;;;;;;x
ancrel.0244.a;Glory to the gods!;;;;;;;;;;;;;x
ancrel.0245.desc;A happy day! A sacred place has been returned to the rightful rule of your people!;;;;;;;;;;;;;x
ancrel.0246.desc;This province is littered with pagan artefacts and shrines, you have your men promptly destroy them.;;;;;;;;;;;;;x
ancrel.0246.a;Crazy pagans;;;;;;;;;;;;;x
ancrel.0247.desc;A few dead birds, lost crops, disease... These are all signs of restlessness amongst the lesser gods and spirits of the land, it does not take long before your druids come bearing ill news. It seems like the Sidhe are angry, whether the cause of a peasant's stupidity or a warrior's cowardice, this does not bode well for the realm.;;;;;;;;;;;;;x
ancrel.0247.a;I must find a way to appease the Sidhe.;;;;;;;;;;;;;x
sidhe_angry;Restless Sidhe;;;;;;;;;;;;;x
sidhe_angry_desc;The Sidhe in this province are restless and are the cause of many troubles.;;;;;;;;;;;;;x
ancrel.0248.desc;At the behest of your court druid, you have decided to hold a ceremony for the Sidhe, the minor gods and spirits of the realm, in order to honor them with an offering. You hope this is enough to improve your relationship with them, but before you continue, you must decide on what offering to make. ;;;;;;;;;;;;;x
ancrel.0248.a;I will make an offering of gold and treasure.;;;;;;;;;;;;;x
ancrel.0248.b;My court bard will help me craft a worthy ballad.;;;;;;;;;;;;;x
ancrel.0249.desc;As you and your men gather in the sacred grove, your druid and vates start spreading the scent of burning herbs to attract the attention of the Sidhe. Your court bard approaches the middle of the grove and starts singing a beautiful ballad, the hymn resonating in the night air.;;;;;;;;;;;;;x
ancrel.0249.a;Lets hope the Sidhe accept this offering;;;;;;;;;;;;;x
ancrel.0253.desc;Fine treasures of gold and silver are brought inside the grove, the smell of burning herbs permeates the air as you kneel before a small stream of water. You slowly place the offerings inside the stream and watch as they are taken away, to be enjoyed by the spirits.;;;;;;;;;;;;;x
ancrel.0253.a;Lets hope the Sidhe accept this offering;;;;;;;;;;;;;x
ancrel.0250.tooltip;The offering is rejected;;;;;;;;;;;;;x
ancrel.0250.desc;Despite your offering, it seems like the Sidhe have not accepted your attempt at bolstering your relations. Your druid says that your offering was seen as disrespectful and insulting, while they might not get angry, we must thread carefully.;;;;;;;;;;;;;x
ancrel.0250.a;There is no satisfying them!;;;;;;;;;;;;;x
sidhe_offerings_bad;Sidhe rejected offerings;;;;;;;;;;;;;x
sidhe_offerings_bad_desc;The recent offerings made by this ruler to appease the Sidhe have been rejected;;;;;;;;;;;;;x
ancrel.0251.tooltip;The offering is accepted, but spirits are not completely pleased;;;;;;;;;;;;;x
ancrel.0251.desc;You await, breathless, as the Druids colloquy with the Sidhe comes to an end. It seems like your offerings have been accepted! Nonetheless he warns you that the spirits are not necessarily pleased and, while they will probably not cause any troubles, future offerings will need to be superior for them to be satisfied completely.;;;;;;;;;;;;;x
ancrel.0251.a;We have peace, for now..;;;;;;;;;;;;;x
sidhe_offerings_neutral;Sidhe accepted offerings;;;;;;;;;;;;;x
sidhe_offerings_neutral_desc;An inferior offering left the spirits of the land satisfied, but wanting for more.;;;;;;;;;;;;;x
ancrel.0252.tooltip;The offering is accepted;;;;;;;;;;;;;x
ancrel.0252.desc;The good news rapidly spread throughout your lands, the offerings made to the great Sidhe have been accepted! The Druid tells of dancing elves and restful tree-spirits receiving the offerings with great pleasure. While the Sidhe are fickle beings, it is probable that our standing with them shall improve.;;;;;;;;;;;;;x
ancrel.0252.a;Praise be the gods!;;;;;;;;;;;;;x
sidhe_offerings_good;Sidhe appreciate offerings;;;;;;;;;;;;;x
sidhe_offerings_good_desc;Recent offerings to the Sidhe has put this ruler in good standing with them.;;;;;;;;;;;;;x
ancrel.0254.desc;Terrible winds scour our domain, waters appears where none was before... It seems that the Sidhe, the ancient spirits that protect our lands have grown restless. Their antics have destroyed many of the shrines and groves that praise our protectors.;;;;;;;;;;;;;x
ancrel.0254.a;May [This.Religion.GetRandomGodNameCap] help us !;;;;;;;;;;;;;x
ancrel.0255.desc;Through just ruling and worthy sacrifices, it seems you have managed to calm the spirits that lay siege to our lands, the freemen will now be able to completely dedicate themselves again to the support of your rule.;;;;;;;;;;;;;x
ancrel.0255.a;Thank you [This.Religion.GetRandomGodNameCap];;;;;;;;;;;;;x
