#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ancrel.3460.desc;You stand with a crowd, watching as firedancers perform in one of the city streets. The performance is mesmerizing, and the crowd is nearly silent for the whole act. After what seems to have been minutes, but perhaps hours, the firedancers take a bow and the crowd cheers enthusiastically. One of your vassals, whom you had not noticed standing next to you, tells you how pleased they are with the firedancers this year, and is impressed with your work in hiring them.;;;;;;;;;;;;;x
ancrel.3460.a;They were quite good, weren't they?;;;;;;;;;;;;;x
ancrel.3461.desc;You are walking through the streets when [From.GetTitledFirstName] catches your eye. [From.GetSheHe] is standing near a brazier, the light illuminating their face in a very... captivating way. You feel you heart pump harder, desire filling your very veins.;;;;;;;;;;;;;x
ancrel.3461.a;I must have [From.GetHerHim]!;;;;;;;;;;;;;x
ancrel.3461.b;I'll just admire [From.GetHerHim] from afar.;;;;;;;;;;;;;x
ancrel.3461.c;Lust is for corporeal things, I must be more enlightened...;;;;;;;;;;;;;x
ancrel.3464.desc;While watching a performance, one of the firedancers gets too close and a gobbet of flaming paste hits you! You survive, but the damage is extensive.\nWhat will you do with the firedancer responsible?;;;;;;;;;;;;;x
ancrel.3464.a;Execute the clumsy fool!;;;;;;;;;;;;;x
ancrel.3464.b;They are a menace! Throw them into the dungeons!;;;;;;;;;;;;;x
ancrel.3464.c;The show must go on!;;;;;;;;;;;;;x
ancrel.3465.desc;While watching one of the firedancer performances at [Root.Liege.GetTitledFirstName]'s festival, a firedancer gets too close to the crowd and you are struck by their flaming instrument! You do not have the authority to decide punishment for the offenders, but you can make a recommendation to your liege...;;;;;;;;;;;;;x
ancrel.3465.a;I demand that they be punished!;;;;;;;;;;;;;x
ancrel.3465.b;Accidents happen. I shall request leniency.;;;;;;;;;;;;;x
ancrel.3466.desc;Your vassal, [From.GetTitledName], was involved in an accident with some firedancers and has been maimed! [From.GetSheHe] demands they be punished!;;;;;;;;;;;;;x
ancrel.3466.a;Execute all of the firedancers!;;;;;;;;;;;;;x
ancrel.3466.b;Remove the firedancers from the city, we can't have accidents like this.;;;;;;;;;;;;;x
ancrel.3466.c;[From.GetSheHe]'s overreacting, it was just an accident.;;;;;;;;;;;;;x
ancrel.3467.desc;One of your vassals, [From.GetTitledName], was maimed by a firedancer during an act. It appears to be an accident, and [From.GetFirstName] is requesting that you show leniency in light of this fact.;;;;;;;;;;;;;x
ancrel.3467.a;Leniency? Nonesense! Execute them all!;;;;;;;;;;;;;x
ancrel.3467.b;Fine, I will merely imprison them.;;;;;;;;;;;;;x
ancrel.3467.c;Agreed, accidents happen.;;;;;;;;;;;;;x
ancrel.remove_firedancers;This decision will mean that we will have no firedancers for the rest of this festival. It may upset the commoners, who are fond of the spectacle;;;;;;;;;;;;;x
ancrel.3468.desc;
# Men of Steel Events ;;;;;;;;;;;;;;x
ancrel.3550.title;Men of Steel;;;;;;;;;;;;;x
ancrel.3550.desc;In response to a growing need to defend Promethean interests against the 'un-enlightened', [From.GetTitledName] has created an elite fighting force, the Men of Steel. In Promethean society, the military caste is known as the 'Men of Iron', the Men of Steel are formed from the elite members of the Iron caste. Forged in the heat of battle, these warriors of Prometheus will face any foe that threatens their ways with cunning and bravery.;;;;;;;;;;;;;x
ancrel.3550.a;Make our Father proud...;;;;;;;;;;;;;x
ancrel.3550.b;Englightenment cannot be stopped!;;;;;;;;;;;;;x
ancrel.3550.c;Thats not good...;;;;;;;;;;;;;x
CHRONICLE_STEEL;On this day, [Root.GetTitledFirstName] established the Men of Steel and charged them with keeping safe the holy fires of Prometheus.;;;;;;;;;;;;;x
